date,country,lang,content,label
2019-10-22 02:30:33+00:00,Greece,en,"#fnlifestory #fnworkinglife #alhamdulillahforeverything

Hitam manis. 😆

Oct 19' @ Athens, Greece https://t.co/atnbrls52r",2
2021-11-22 16:16:56+00:00,United Kingdom,en,At Britsh Parliament House meeting with  MPS  Khalid Mehmood MP. And  Ch Imran MP  . Rana Muhammad Arshad ex  Minister https://t.co/qwFE75x6pN,2
2018-10-02 19:58:04+00:00,United Kingdom,en,@intalert #Fear of #terrorism plays into #extremists hands on both sides.,2
2021-04-17 09:48:27+00:00,United Kingdom,en,I love Prophet Muhammad PBUH❤️❤️❤️❤️ #ProphetMuhammad,2
2018-11-30 12:24:05+00:00,Turkey,en,"Fishing on the Galata bridge with the Suleymaniye mosque in the background.
#Istanbul #Turkey
#fishing #fishermen #türkiye #bosphorus #relax #relaxtime #goldenhorn #citizens #skyline #fishroe #marmara #sea #asia #galata #eminönü #galatabridge #suleymaniye #mosque #blackandwhite https://t.co/m5Z7zwzwuh",2
2018-12-28 20:17:59+00:00,Turkey,en,Jummah prayers at the Blue Mosque #Istanbul https://t.co/lAzHsFfwv7,2
2018-11-10 09:51:23+00:00,United Kingdom,en,@amjadSheikh50 @pinkypride55 @javaidShaikh @javiqbal09 @moazzamali66 @mohsinmalvi19 @drmansoorakhan @ShahidaQureshi5 @naziarubbani @AbrarGulshan @Nimrabu55782621 @asmasweety5655 @samiyabh @periqlytos @RaeeAkram @ASalamDadabhoy @HAAQ786 @youthactivist92 @ImranKh78865551 @qaispoint @ZiauddinMir @stayhapp4ever @_NoumiSh @kmdilshad @AsadRattay @Tehseen777 @onlyqamar @daughter786 @ChMAteeq @AAshaikhNLEU @skywatcher307 @LaibaTemoor @FaizulH26299723 @JamilBathaa @Gladiat50945830 @Salman_Qadeer @RanaNadeemAfza2 @Ahmad1038Iqbal @MuhamadAfzalECP @Khalil_a_hassan @lahoriiking @MahboobAhmedch @tariqmahmoood63 With #khadimhussainrizvi in command of #PBP we can conquer everything we will make sure people understand that 🇵🇰is an #Islamic republic top our agenda will be eat more bananas 🍌,2
2020-05-21 18:57:12+00:00,United Kingdom,en,"https://t.co/8g9SBw7AfB

Ibn Hubaira said:

”If Friday Night falls on an Odd Night of the Final 10, it is more likely (to be the Night of Decree) than other than it.”

(Lataif al-Maarif 367)
#Tarawih #ramadhan2020 #Makkah #EidAlFitr #Makkah #Islam #LaylatulQadr #NightOfPower",2
2020-10-29 19:05:48+00:00,United Kingdom,en,#Muhammad (peace be upon him) is the best of the mankind as the final messenger for the #humanity. The only ideal for all men and women. #iLoveMuhammad_PBUH #EidMiladunNabiMubarak #MuhammadTheMerciful https://t.co/fOX4fBUnci,0
2021-05-16 12:43:03+00:00,United Kingdom,en,"Not everyone is willing to listen to the truth. Especially when it comes to #Israel. If you doubt that, just ask Israeli #Arabs. https://t.co/hZCxOww62B",2
2017-03-31 20:52:43+00:00,United Kingdom,en,Y is it when Muslims condemn n stand up against islamic radicals they don't get a mention in the western press - Westminster bridge vigil. https://t.co/L74LXuX4L9,2
2021-08-29 10:22:35+00:00,United Kingdom,en,"@RashidaTlaib So @IDF just love killing for no reason or could it be the #hamas is a terror organisation same as #TalibanSympathisers 
Thank God your leadership understand.

https://t.co/jrcntYnCq6",2
2021-11-23 22:32:16+00:00,Turkey,en,@ZaraShahjahan @Saif_u_Rehman MashAllah that’s amazing,2
2021-11-30 19:16:53+00:00,United Kingdom,en,"“…the manner in which Muslims in India are beaten up by Hindutva vigilantes and forced to chant “Jai Sri Ram”, Bangladeshis supporting Pakistan were harassed by a group stirred up by Bengali jingoism and forced to shout “Joy Bangla” as a proof of their loyalty to Bangladesh.” https://t.co/d1BDNOkSBe",2
2018-12-21 19:06:32+00:00,Greece,en,Important #Christian #monument discovered in #Cyprus #GO 🇬🇷 https://t.co/LODTeCMrd6,2
2021-11-28 17:00:34+00:00,The Netherlands,en,"So could you extract from the Great Quran what proofs that virus corona was sent by Allah to verify your fatwa to demolish the global warming theory.
Imam Nasser Mohammed Al-Yamani
14-10-2021
38
#Torment_Planet_Has_Neared
 Omicron
i%kcpT",2
2019-08-07 23:26:55+00:00,Belgium,en,@EdameWildi Al lang of?? #mashallah 😍🤝😍🤝🙋🏻‍♂️,2
2018-10-11 06:22:38+00:00,Switzerland,en,"#i #love #my #simple &amp; #awesome #life 😍😍😍
•
#alhamdulillah 
#practice what I #preach
•
“ Eat #breakfast like a #queen , #lunch like a ##princess and #dinner like a #humble #woman “… https://t.co/0fbkeyOlrB",2
2021-05-23 20:24:27+00:00,United Kingdom,en,Just been sent these pictures from my pal Neil from 1981 Miami best trip ever we even went to the original 5th street gym the gym where the Greatest trained #GOAT #muhammad Ali @ Sheffield Boxing Centre https://t.co/yZnfMIh8tb,2
2021-05-24 10:13:19+00:00,United Kingdom,en,Islamic quote #Islam #quote #Muslim #Quran #WhereMuslimsStand #ISLAM__Religion_of__ethics  #Islamic #Islamophobia #Islamophobic #islamicquote #islamisation #Islamists #IslamicState #islamique #islamicquotes_organisation_hamas #IslamicState https://t.co/IT7tqYDYAl,0
2019-12-31 23:08:12+00:00,Italy,en,"gott nytt år till alla

Happy new year to all 
#alhamdulillahforeverything❤️ 
May Allah continue to bless us and to protect us 🙏🏿🙏🏿 @ San Valentino Torio https://t.co/gDgLzVpCzP",2
2021-11-18 12:04:19+00:00,United Kingdom,en,@tayaziz_ @Muslim_Hikers Thank you. Alhamdulillah! Join us some time? Next hike on Xmas day insha'Allah!,2
2021-06-04 13:36:08+00:00,United Kingdom,en,"Now that I'm back in the office I need to remind myself to carry a portable non-descript plastic bottle around. AKA a lota 😂
#Muslimtwitter",2
2018-06-25 20:20:33+00:00,Morocco,en,Really Var is Bullshit @NAmrabat53 Proud of you #Bismillah https://t.co/011uSSpKqo,2
2021-11-30 07:52:02+00:00,United Kingdom,en,"#The_Sniper_Horror

Islamist rebels overrunning #YemenCantWait use of sniper terror on citizens, young children, to oppress Yemeni’s. 

725 civilians have been murdered by sniper attacks, nearly all by the rebels, Ansar Allah &amp; supporters. https://t.co/gzjQFalzQW",2
2018-12-31 09:51:18+00:00,Turkey,en,@FarhamniYaAllah They’re just justifying their disobedience to Allah by ruining the reputation of those who do! Know lots of people who do that,0
2021-09-07 11:30:41+00:00,United Kingdom,en,"“Health is the greatest gift awarded to us all from God.”

#MasterMinds #alhamdulillah #health #tuesdaymotivations #tuesdayvibe",2
2013-09-02 17:35:26+00:00,United Kingdom,en,@joro_144 okay then :) ill be in at 6 so see ya about then :) haha I know everyone will be like who's jm hehe #jannah,2
2020-02-25 16:06:48+00:00,United Kingdom,en,@HeikoMaas@GermanyDiplo - 1 million brutally detained and brainwashed in Xinjiang -people from across the world are counting on you to raise your voice https://t.co/kFavU5pDmp #StandWithUyghurs # CloseTheCamps # UN # HumanRightsCouncil,0
2018-12-27 13:04:58+00:00,United Kingdom,en,Really soft dismissal this .. Imam was looking really well after the initial 20/25 runs. Pakistan cannot afford more soft dismissals. #SAvPAK,2
2018-10-20 17:08:05+00:00,Belgium,de,Bismillah 😇 Entering the Berendrecht Lock in Antwerp-Belgium ⛴💨💨💨 #EdwardOldendorff #HappinessTransporter #NguliSambilPiknik #WishMeLuck 🙏🙏🙏 @ Berendrecht Lock https://t.co/6sKl5coQLf,2
2017-12-01 10:10:15+00:00,United Kingdom,en,Love the #graffiti art in #Folkestone #radicals #heroes #history #british @ The Old High Street https://t.co/83U3oMhKe1,2
2018-12-17 17:44:58+00:00,United Kingdom,en,"Alhamdulillah. All done. I hope I did well and pass all the courses. Amin. Thanks for all the prayers and I hope all the best for those who will be sitting for the examination. 

Sis Tawakal parah ni hihi

Cells to organism ✅ 
The dynamic cells ✅ 
Chemistry for life science ✅",2
2021-08-11 12:48:27+00:00,France,en,"If Allah touches you with harm, none can undo it except Him. And if He touches you with a blessing, He is Most Capable of everything. 

#Quran 6:17",2
2021-11-28 16:16:51+00:00,The Netherlands,en,"And the evidence upon its approaching in the news of the Great Quran is that Coronavirus shall invade the world from where they do not know its animalistic origin..
Imam Nasser Mohammed Al-Yamani
14-10-2021
10
#Torment_Planet_Has_Neared
 Omicron
3DhVGk",2
2021-11-18 02:16:51+00:00,Ireland,en,"I hold your heart forever.
Alhamdulillah for everything 🙏🥰 @ Drogheda, Ireland https://t.co/IhSR0jY3dY",2
2013-04-04 20:53:51+00:00,None,en,"But for him who fears the standing before his Lord, there will be two Gardens. #Jannah",2
2014-11-22 14:57:23+00:00,United Kingdom,en,"The Charity Week 2014 South Round-Off is currently underway! 

#Bismillah #CW2014 #CWUnlocked http://t.co/gV8Ur1CmW2",2
2017-07-18 19:38:14+00:00,United Kingdom,en,Enjoying a night at the dogs with the work family #Mecca #family #owlertonstadium,2
2016-09-17 13:38:00+00:00,France,en,"✔️ EMIR STYLE CASUAL 
#casual #chic #trend #sunnah #menstyle #newbrand #artisanat #handmade #maroc #paris #marseille https://t.co/LVzFyWMMGQ",2
2018-12-31 12:10:37+00:00,United Kingdom,en,@Muslim_Patrol Thank you xx,2
2021-11-28 16:00:33+00:00,United Kingdom,en,"@HarleyCHill2 @ainjalut1260 @stargayzer77 I’ve muted both him and the conversation but I will say this. Thousands of years ago man invented the first gods and humanity didn’t know any better. 

Then thousands of years later another man invented Islam. Why can’t he see this? Billions are brainwashed.",2
2018-11-15 20:50:37+00:00,United Kingdom,en,We’re praying for better whilst we chase better subhanAllah,2
2018-10-06 16:40:32+00:00,United Kingdom,en,We’ve found our #Mecca 🐝🐝🐝 https://t.co/pehV3TcUBx,2
2015-06-23 21:01:51+00:00,United Kingdom,en,"""I feel like a unicorn"" #LoveIsland #jannah",2
2021-11-15 23:02:57+00:00,Ireland,en,@imranahsanmirza Mashallah how blessed you are please keep me in your prayers,2
2021-11-28 13:17:02+00:00,The Netherlands,en,"So is there anyone who will be mindful and reflect upon the news in the Book of Allah the Great Quran? in line with the Word of Allah the Exalted:
Imam Nasser Mohammed Al-Yamani
14-10-2021
https://t.co/7DZ4pQ5dWq
53
#Torment_Planet_Has_Neared
 Omicron
h3MpRt https://t.co/6PrIVthfY6",2
2018-12-17 15:33:11+00:00,United Kingdom,en,"@elkidon @MAGATrumpster Thanks for looking out for me but I’m cool, spent the last 17hrs laughing at the thought you hadn’t elected a liar!! Hahaha oh it’s still funny. Also why is it racists are so poorly educated? It’s Mecca the Muslims face when they pray.",2
2021-11-29 16:04:54+00:00,United Kingdom,en,@princesssHibana In Sha Allah for the rest of u,2
2018-07-21 16:47:56+00:00,United Kingdom,en,"Hajj Seminar in Bangla taking place now at the East London Mosque. Watch Live via the mosque’s Facebook
.
#hajj #hajj2018 #hajjseminar #journeyofalifetime #makkah #madinah… https://t.co/1yTV6J0h7u",2
2018-12-27 22:30:10+00:00,United Kingdom,en,"5 ideas that can change your outlook

1. Life is a journey not a destination 
2. There are many roads to Mecca
3. The race is only with yourself 
4. Carry on doing what you love, as long as you believe it makes a difference.",2
2018-12-01 13:10:01+00:00,Germany,en,bismillah it‘s happening @BTS_twt #BTSatMMA #MMA2018 https://t.co/BuBJcAPUBY,2
2018-12-28 11:50:24+00:00,United Kingdom,en,@Imamofpeace I think we should have a suck a banana day Imam.,2
2018-05-07 18:29:06+00:00,United Kingdom,en,"Wishing the very best to my hometown @dundeeunitedfc this eve at Tannadice ☀️🤞🏽

🧡🖤#PlayOffPush 🧡🖤
#DundeeUnited #Arabs",2
2020-01-03 11:28:05+00:00,United Kingdom,en,"Here’s tonall@Muslims, Jews, Christians and secularists working together to close the camps, end the ethnocide and stop religious repression 
 שבת שלום
Have a great weekend
#closethecamps
#STOPtheETHNOCIDE
#BoycottBeijing2022 
#beChiNICEnotChiNAZI",2
2018-05-04 22:12:58+00:00,United Kingdom,en,@MensStoryProj @bth77police but you need to know that #Transgender #extremists are attacking #Rape #Survivors for saying we need(ed) women-only spaces to heal.,2
2020-02-01 23:51:07+00:00,United Kingdom,en,You are still in our heart Arfa Kareem. Many many #happy #returns of the #day our #star @arfakarim #Bless in #Jannah #Ameen. #samaraeventsuk #Pakistan #pakistanachievementawards #PAAUK #11thPAA #paa #afrakarim https://t.co/Nq5EHPxe5c,2
2018-12-30 09:15:56+00:00,Turkey,en,"Love the light effect on the cobblestone. It was a rainy night. 

#bluemosque #istanbul #istanbulturkey #sultanahmet #oldtown #cobblestone @ Blue Mosque (Sultanahmet Camii) https://t.co/pCJRzUfT9F",2
2018-12-28 22:22:00+00:00,Germany,de,"Fast alle arabischen Länder Sorgen warum Terror: bei einem Dikussion in Alhurra nachdem Trump raus aus Syrien, weil er keine Aussicht auf Besserung sieht- dass die Arabischen staaten Versager: was heißt das?? sie alle Despoten Unterdrücker Radikalismus leichte Nährboden- Ich",2
2021-02-17 11:01:35+00:00,United Kingdom,en,"@mahmoodahmadk13 @zaighamkhan I’m sure there were no music/Dhol Dhamakka by any “Real Muslims” in Madinah.. 
yeah.. Kuffaar e Makkah used to make such noise at times of prayers in Haram.. 🕋",2
2018-10-27 09:58:20+00:00,France,en,"@Office_AQPk @netanyahu @AQpk Absolutely- Omanis understand pragmatic  #Islam hence they received the Israeli PM. #Oman was exposed to Islam in 630, during the lifetime of the #Muhammad. #Oman pragmatism is a testimonial to what 🇵🇰 needs to follow! Are we better Muslims or Arabs than them? https://t.co/GC5q939CwY",2
2021-11-04 08:49:27+00:00,Turkey,en,"THE THIRD SUNNAH is to ""follow the footsteps of Maryam (A.S). 
Anytime you find out that you're pregnant, it is advisable for you make an intention and take a covenant between you and Allah to dedicate your to be child to his service with his help. ""Surah Al Imran V35.""",2
2020-08-20 15:10:51+00:00,United Kingdom,en,"NEW UPLOAD!!

• How to study the Arabic language.
• https://t.co/mjmsXAOjNx
• Ustadh Abu Suhaib al-Bassam.
• Monday 17th August 2020.

#Allah #Riba #Interest #Usury #Islam #Success #Muslim #Muslims #Muslimah #Makkah #Madinah #Hijrah #Muhammad #Sahabah https://t.co/KtYrnz9lgA",2
2021-10-17 07:01:15+00:00,United Kingdom,en,"@hanif_dawar @DrManahilkhan1 @MashwaniAzhar I read it bro , you need to read and understand values in full statistics . I’m done brother. JazakAllah 
And MashAllah taso ba well settle family na belong kaway kho zan da labour pa zay keday Ao soch okay lag",2
2020-11-08 21:24:47+00:00,Germany,de,"#Islam #Mecca #Turkey #France
... Das ist der Dank für unsere Gastfreundschaft in dem er unseren Letzten Propheten (sav) Muhammed als Karikatur an seinen Regierungsgebäuden zeigt.
Keine neuen Verträge mehr mit Frankreich abschließen und keine offiziellen Besuche mehr von ... https://t.co/ZOViRA8MuC",2
2018-12-30 21:37:57+00:00,United Kingdom,en,"Ended up doing the sane move. So here’s the team 
Just realised I won’t be able to afford Salah and a good defender if I took son and Alonso out
So Kane May have to make way https://t.co/w0hwXoeuVv",2
2018-12-30 22:47:47+00:00,United Kingdom,en,Just posted a photo @ Muslim Foundation Mosque &amp;  Islamic Centre Nottingham https://t.co/8LbYPex0V7,2
2018-12-25 18:13:31+00:00,United Kingdom,en,"Buy now @amazonuk
https://t.co/LZrV34imA7

#londonisopen #londonbridge #englandaway
#London #Londonislovinit #londonlife #uk #England #UnitedKingdom #MoSalah #salah #English #EnglishPremierLeague #PremierLeague #QueensSpeech #joinin #christmasdinner #top4of2018 #top4of2018 https://t.co/3KGhA4bbZX",2
2018-01-12 13:19:38+00:00,United Kingdom,en,I am so unbelievably embarrassed by the President of my home country. I want to believe you didn't call Haitian and African countries shithole countries but the way your mouth is set up....#Shithole #Racist #FakePresident #stablegenius #Disgraceful #SaveAmerica,0
2016-09-14 21:52:15+00:00,United Kingdom,en,"Sarathy Korwar at Rich Mix ✨
#IndianClassical #Contemporary #NinjaTune #DaytoDay #Bismillah @… https://t.co/eEcn3Q2v8V",2
2018-06-13 09:57:58+00:00,Poland,en,"My spiritual soul is weak, my iman is low. I need longer Ramadhan. The other choice is being in Makkah where I can put everything duniawi on hold",2
2018-08-28 20:05:57+00:00,United Kingdom,en,"Sunnah Days for Hijama (cupping) in the month of Dhul Hijjah 1439 are as follows:

Saudi:
Tuesday 28th August
Thursday 30th August 
Saturday 1st September

Morroco:
Wednesday 29th… https://t.co/0qowYOJ6q1",2
2018-12-26 21:08:35+00:00,France,en,"This week we are sharing the most receptive visuals on the #visapourlimage IG! First is #khalilhamra image from his recently exhibited work ""Why Gaza?"" It shows a #wedding — a welcome celebration in what is often a bleak existence in the #Gaza Strip. #GazaCity, July 31, 2016. https://t.co/bDyT3fQbjX",2
2020-05-23 13:37:33+00:00,Spain,en,"@realDonaldTrump If President Donald Trump allows Iranian Islamism to reach America, they will be very affected by the Muslim radicals, it is time to act, they are dangerous terrorists and fanatics.",1
2021-03-03 17:44:44+00:00,Germany,en,"#Extremists discussed plans to 'remove Democratic lawmakers': @FBI-Homeland Security bulletin
https://t.co/43nfHegmIQ",2
2021-11-28 15:40:43+00:00,Sweden,en,A Muslim man walks down an East London street. United Kingdom. #London #photography #Nikon #people #places #England #travelphotography #UnitedKingdom #UK #garymoorephotography #realworldphotographs #Malmo #photojournalism #Sweden #photographer #Muslim #immigration #Brexit #travel https://t.co/uGq3jo0mWF,2
2021-11-11 10:24:30+00:00,United Kingdom,en,"Dear @pritipatel l would like to ask you a serious question if l may,
Have you converted to Islam are you now a Muslim?.

#JustAsking",2
2021-03-28 09:14:24+00:00,Germany,de,@ozairviiiv @salam_mmd @younesqsr @salafi_wolf 120 kg Hantelbank,2
2019-05-18 10:56:01+00:00,United Kingdom,en,"QL UP T-Shirt &amp; Shorts Sirwal Set in indigo
#ummah #dawah #jannah #instaislam #hadith #sunnah #salah #prophetmuhammad #fajr #islamicquotes #islamicreminder #akhirah #maghrib #prophet #islamicquote #inshaallah #umrah… https://t.co/DhEngynpdC",2
2021-11-18 21:40:40+00:00,United Kingdom,en,"Starmer clung to old hymns about the two-state solution while praising Trump’s Abraham Accords, designed to normalise the occupation.

And the current Israeli ambassador to Britain, who openly yearns to see the Israeli flag flying over Al-Aqsa Mosque.

https://t.co/t6gzQDcYqX",2
2018-05-14 22:09:43+00:00,Sweden,en,May we start off with bismillah and finish it with Allahamdulillah  .🙏🏾 https://t.co/bPUygX1Hyi,2
2021-11-21 07:13:19+00:00,United Kingdom,en,Just posted a photo @ Central Oxford Mosque https://t.co/G4929YSK1f,2
2021-10-24 18:14:14+00:00,United Kingdom,en,If player you’re thinking of isn’t Mo Salah then what the hell are you doing 🙌🙌🙌 #MUNLIV #ManUtdVSLiverpool #ManUtdLiverpool #MUFC #LFC #MoSalah #Salah #SuperSunday https://t.co/u4bY0HmISd,2
2021-11-23 22:56:57+00:00,United Kingdom,en,"@muslimah_slt Awwww, let’s treat ourselves to a Starbucks 😂👏🏼",2
2021-11-16 21:06:56+00:00,United Kingdom,en,"And that is what I want to mention here. Brother Muhammad Hijab showcased a great display of his talent that Allah blessed him with; his oratory skills, his eloquence, his sincere effort to present his point with zeal and enthusiasm that is often required in public of course…",2
2020-07-26 13:58:06+00:00,United Kingdom,en,"NEW UPLOAD!!

• Is there anything called Hajj-e-Akbar?
• Ustadh Abu Suhaib al-Bassam.
• https://t.co/JahvZLKmVu
• Monday 20th July 2020.

#Hajj #Makkah #Madinah #Ishmael #Sara #Abraham #Ibrahim #ZamZam #Kaaba #Ishaq #Isaac #KSA #Tawaf #Safa #Marwah",2
2018-12-30 16:59:14+00:00,United Kingdom,en,@RosyKnight ISLAM is NOT NOT NOT a RACE.,2
2018-12-31 12:21:25+00:00,United Kingdom,en,"What’s happening for the #NewYear #celebrations? Well, we give you the breakdown of the top 7 things we’ll be doing and reasons why.

 #Islam #Humanity #LoveForAllHatredForNone #AtfalUK #Ahmadiyya #NewYearsResolutions #2019goals #HappyNewYear https://t.co/sF64zOy2vA",2
2017-02-11 22:50:19+00:00,Sweden,en,The only player from balochestan is not in the team #Bismillah #PSL2017,2
2018-12-31 17:33:33+00:00,Germany,en,@O_Muhammad_O We are following your footsteps.,2
2020-03-03 13:36:41+00:00,United Kingdom,en,"Call China to account with INTERNATIONAL INQUIRY and REPARATIONS for COVID through WHO and UN. Denial, late response and decision to allow travel to and from Wuhan over New Year lead to pandemic. International Inquiry and compensation NOW!
#COVID19 
#CloseTheCamps https://t.co/TjdPMX6bTC",2
2016-11-22 20:23:39+00:00,United Kingdom,en,"From a friend - Never #underestimate wat a #smile can do. Make it contagious, #spread it wherever you go. Its #Sunnah and a form of #charity",2
2021-04-22 22:33:01+00:00,Algeria,en,"Reality 🕌 vs Google Earth 🌍

#EarthDay #googleearth #oldvillage #bordjbouarreridj #bordjzemoura #tassemeurt #mosqué #koleavillage https://t.co/YtS7MQiukb",2
2016-04-25 22:04:15+00:00,Sweden,en,Bad result today 👎🏾 now let's forget about it and focus on Thursday. We will bounce back ⚽️🙏🏿 #hejakff #alhamdulillahforeverything,2
2021-10-03 08:22:45+00:00,United Kingdom,en,"@chaitali253 @Priyankabjym What percentage is Muslim who will not vote BJP.Khidirpur has a large number of Muslim.What is d real Indian vote MamataBanerjee unelected CM/WB got?She is going to Tripura,Goa n Meghalaya to make TMC all India party.Islamists r targeting WB where Hindus r minority in many areas.",2
2018-12-30 14:51:35+00:00,United Kingdom,en,Oh shittttttt,2
2021-08-04 20:10:49+00:00,Germany,en,"Our bestselling Premium Jersey! 🔥The most comfortable, the most popular. Which color would you choose? #fashion #beauty #shopping #Hijab #hijabi #muslimah #handsoffmyhijab https://t.co/D8EAp5qWGm",2
2021-07-12 19:06:21+00:00,Spain,en,#aljazeera Iran unveils #Islamic dating app to... https://t.co/IkS35X8B2q,2
2016-10-22 16:10:27+00:00,Turkey,en,#zaman #mekan #sürekliliğini #kırdık #tövbe #bismillah @ Park Afyon https://t.co/h3xdJ5IzP7,2
2020-03-01 22:24:45+00:00,United Kingdom,en,"Fantastic. WOW must hear fate of Uyghur women in &amp; out of camps. In- forced abortion &amp; sterilization, rape. Out- forced marriage to Han Chinese; male Han CCP Officials stay in interred men’s houses &amp; sleep in same bed as wives. Uyghur genocide- a feminist issue
#CloseTheCamps https://t.co/YKSGdpfMvu",2
2021-11-22 17:17:03+00:00,The Netherlands,en,12-year-old Firuz Shah Suri was assassinated within days of his coronation by Sher Shah Suri's nephew Muhammad Mubariz Khan who later ruled as Muhammad Shah Adil. https://t.co/drDkjTaTVn,2
2018-04-27 08:23:45+00:00,Austria,en,When North &amp; South Korean leaders hold historic meeting ... and #Arabs hardly meet... #NewAwakening #KimJongUn https://t.co/NHJZKFZbqP,2
2021-11-14 14:51:06+00:00,United Kingdom,en,@7alooll Literally made for u mashallah,2
2018-04-10 16:30:56+00:00,United Kingdom,en,"Join CCDawah as we visit @MarkazBukhari by coach for their 1st Salafi conference in the city of Liverpool. 
Details of the coach travel will follow shortly but to secure a seat with an advance booking contact 07402 555225 by txt/w’app https://t.co/HrWAniFsY0",2
2021-11-21 22:38:35+00:00,United Kingdom,en,@IAmHaroonMughal 🤲🏾🤲🏾❤️❤️ Mashallah Mashallah hope you enjoyed Paijan https://t.co/qU9X1v0ob7,2
2017-12-13 23:09:17+00:00,United Kingdom,en,"We're delighted to be welcoming @AlMadinaShaza @ShazaHotels to #Manchester at their Annual Partner Event. 

Best wishes at the launch of #Shaza #Makkah. https://t.co/WBLvk6Nbz4",2
2021-11-25 09:58:31+00:00,United Kingdom,en,@muhammad_bilal @AirQualityPK @IQAir @EpaPunjab @shaukatepa The air in our local area in East London. https://t.co/SqZyf7donj,2
2021-08-25 11:06:45+00:00,United Kingdom,en,"Holy Qur'aan with Colour Coded Tajweed Rules in a  Clear Font.

Ideal for those who are learning how to read the Qur'aan with tajweed. 

https://t.co/IAUb2zVvyM

#Quran #Quraan #Qur'aan #Tajweed #Learn #LearnTajweed #manchester #delivery #collection https://t.co/j9G0BLalcc",2
2018-11-12 16:12:28+00:00,United Kingdom,en,@muslimah_han I used to live in that town.,2
2019-03-27 20:34:46+00:00,Turkey,en,"Don't say, just show...
.
🌸🌸🌸
.
#deen #religion #love #life #faith #tauhid #islam #instaislam #pray #quran #dawah #jannah #ﷺ #ummah #istiqomah #prayer #beautiful #sunnah #reminder… https://t.co/3jj7hAfTnY",2
2018-12-29 19:47:56+00:00,Bosnia and Herzegovina,en,"Mostar, Bosnia:
*mosque starts prayer*
""ALLAAAAHU AKH...""
*prayer rings through the entire town*
*church reacts with bells*
""DING DONG MOTHERFUCKERS, IT'S 6PM!!!""",2
2021-10-17 15:59:25+00:00,United Kingdom,en,"Pastors, Imams, politicians in Nigeria are just HYPOCRACY and Toying with Nigerians life, they all work hand in hand to rob Nigerians and Brainwashed most with religion bigotry 🤷‍♀️ https://t.co/7SjVYx32yh",2
2021-11-30 14:24:16+00:00,United Kingdom,en,@Rashidessien10 @Squawka At least Lewandowski has more trophies what of Salah?,2
2018-12-14 04:20:34+00:00,Denmark,en,This sample size for arguing against islamophobia seems pretty accurate.    Brilliant job Mr TF. (Pun intended) https://t.co/qwxiP81Few,2
2021-04-04 14:30:32+00:00,United Kingdom,en,@NKrankie @MarianneSansum Any ideas for a collective noun for 130 Imams.,2
2018-12-30 07:04:33+00:00,Switzerland,de,"@oldares Dem schleichenden, durch alle Ritzen unserer Kultur einsickernden Islam öffnen feige schweiz- und kulturmüde Feiglinge mit vorauseilendem Gehorsam Tür und Tor - das Ziel wird die mittelfristige Übernahme der Scharia, Kinder- und Zwangsehen und dem archaischen Gottesstaat sein ... https://t.co/TKWKD1wGhF",1
2018-12-12 22:32:49+00:00,United Kingdom,en,"@anduflas @griffnotts @Luketuc57920589 @McAllisterVFL @anthonyfjoshua @EditinKing Most Americans don't know anything about anything happening beyond their state of residence, how wld they know the new Mecca of boxing is no longer LV? Just saying... 😒",2
2021-11-09 17:01:27+00:00,Turkey,en,"11.MAKE DU'A AFTER STONING THE JAMARAT
for those that are lucky to visit Mecca for Hajji they can use this opportunity to make long Du'a after tonight as how the Prophet (SAW) used to.",2
2021-11-25 16:04:05+00:00,United Kingdom,en,@davjam8 @AaronBastani WTF has this got to do with Islamophobia? Its just an old survey. Turning drama into crisis .,2
2021-05-02 21:26:31+00:00,Turkey,en,"Bruh this should come from all imams, sheiks, During Khutba, in lectures, in Islamiyya in every where. We can not continue like this in north, May ALLAH Keep us Safe. Ameeeeen Ya Rabbal Alamin https://t.co/nXmINXcpQD",2
2018-05-26 18:16:16+00:00,Spain,en,Who in government is protecting muslim radicals .jihadis .hate preachers ?and why ?,2
2021-10-08 11:36:44+00:00,United Kingdom,en,#NSS refers #Islamic charities to regulator following pro-Taliban lectures: https://t.co/rc4S7cTOz7 via @NatSecSoc,2
2018-11-18 16:50:01+00:00,United Kingdom,en,The man seriously needs to read from a script when he's in front of the world's press....🙈🙈🙈 #cringeworthy #trump #uninformed #inarticulate #saveamerica @richardlittleda @Thomsk56 https://t.co/RFA5pOEcuF,2
2017-11-11 22:36:47+00:00,Sweden,en,My number one fans ❤️❤️😍⚽️🙏🏿 #alhamdulillahforeverything❤️ #familyfirst #bestfanintheworld… https://t.co/5mvvw0oP1G,2
2020-09-08 05:41:02+00:00,United Kingdom,en,"GRAB A BARGAIN

Temara Sheer Striped Kimono perfect for last minute vacations and the warm weather.

#abayasboutique #abayas #abayafashion #hijab #abayalife #mydubai #abayastyle… https://t.co/8uBa09MH7z",2
2019-02-24 18:55:06+00:00,United Kingdom,en,"@GeorgeAylett @LibDems @ken4london @DegsyHatton @jeremycorbyn . #Corbyn a #Socialist who's brought in @CPBritain advisers in a #socialdemocrat party and hijacked a #moderate #centreleft party and filled it with #extremists
No one in #UK will vote in an #extremist party
I feel sorry for @tom_watson who thinks he can curtail @PeoplesMomentum",2
