,Unnamed: 0,Unnamed: 0.1,date,country,lang,content,label,id,translated_tweets,tokenized_content
833,833,833,2019-12-31 07:12:25+00:00,United Kingdom,en,"This tweet makes the case for boycotting MUJI, the HUAFU fashion company as well as UNIQLO, and maybe the whole Chinese cotton industry, for using forced Uyghur labour, to the extreme of putting children into care if both parents forced laborers
#closethecamps https://t.co/Wpu3l9swEA",,1.21e+18,"This tweet makes the case for boycotting MUJI, the HUAFU fashion company as well as UNIQLO, and maybe the whole Chinese cotton industry, for using forced Uyghur labour, to the extreme of putting children into care if both parents forced laborers
#closethecamps https://t.co/Wpu3l9swEA",tweet make case boycott muji huafu fashion company well uniqlo maybe whole chinese cotton industry use force uyghur labour extreme put child care parent force laborer #closethecamps
834,834,834,2021-11-28 17:16:21+00:00,The Netherlands,en,"So could you extract from the Great Quran what proofs that virus corona was sent by Allah to verify your fatwa to demolish the global warming theory.
Imam Nasser Mohammed Al-Yamani
14-10-2021
37
#Torment_Planet_Has_Neared
 Omicron
24/maP",,1.47e+18,"So could you extract from the Great Quran what proofs that virus corona was sent by Allah to verify your fatwa to demolish the global warming theory.
Imam Nasser Mohammed Al-Yamani
14-10-2021
37
#Torment_Planet_Has_Neared
 Omicron
24/maP",could extract great quran proof virus corona send allah verify fatwa demolish global warming theory imam nasser mohammed al-yamani #torment_planet_has_neared omicron map
835,835,835,2018-11-21 18:31:53+00:00,United Kingdom,en,@rabiaxo @TrevSav9 ASTAGFIRULLAH Rabz is this what the sunnah teaches,,1.07e+18,@rabiaxo @TrevSav9 ASTAGFIRULLAH Rabz is this what the sunnah teaches,astagfirullah rabz sunnah teach
836,836,836,2014-10-07 22:00:39+00:00,Algeria,en,"""@islamicfreedom: In #Jannah are things an eye has never seen, an ear has never heard, and a mind can't even imagine. (Bukhari)""",,5.2e+17,"""@islamicfreedom: In #Jannah are things an eye has never seen, an ear has never heard, and a mind can't even imagine. (Bukhari)""",#jannah thing eye never see ear never hear mind can't even imagine bukhari
837,837,837,2018-12-23 10:15:57+00:00,United Kingdom,en,@ParkinMr @mehdirhasan Exactly. This man is an idiot. He actually believes Muhammad flew to the moon on a horse and cut the moon in half. 😂🤣,,1.08e+18,@ParkinMr @mehdirhasan Exactly. This man is an idiot. He actually believes Muhammad flew to the moon on a horse and cut the moon in half. 😂🤣,exactly man idiot actually believe muhammad fly moon horse cut moon half face_with_tears_of_joy rolling_on_the_floor_laughing
838,838,838,2018-12-24 15:36:47+00:00,Germany,en,"@smendhro bhai, Ali and I had a short discussion yesterday on these topics. Let's see how we can take up ideas discussed in this video

#Islam #education #Pakistan https://t.co/ey3glnjLvs",,1.08e+18,"@smendhro bhai, Ali and I had a short discussion yesterday on these topics. Let's see how we can take up ideas discussed in this video

#Islam #education #Pakistan https://t.co/ey3glnjLvs",bhai ali short discussion yesterday topic let's see take idea discuss video #islam #education #pakistan
839,839,839,2021-11-27 07:11:27+00:00,Turkey,en,I have found my “self.” #SaturdayThoughts #Sufism #Islam #women https://t.co/eVa9BlCmrz,,1.46e+18,I have found my “self.” #SaturdayThoughts #Sufism #Islam #women https://t.co/eVa9BlCmrz,find self #saturdaythoughts #sufism #islam #women
840,840,840,2021-03-28 12:56:17+00:00,Germany,de,"“I'm #free to be #what I #want."" – #MuhammadAli 

""Ich bin frei, zu sein was ich sein will"" - #Muhammad #Ali

#Freedom
#Freiheit https://t.co/Q4Qyx2tS45",,1.38e+18,"""""I'm #free to be #what I #want."""" - #MuhammadAli 

""""I am free to be what I want to be"""" - #Muhammad #Ali

#freedom
#freedom https://t.co/Q4Qyx2tS45""",i'm #free #what #want #muhammadali free want #muhammad #ali #freedom #freedom
841,841,841,2019-11-23 17:19:16+00:00,Cyprus,en,"""The scary thing about the #Syria conflict: the international community

A. Made the humanitarian and #terrorism problems far worse

B. Does not understand its negative role

C. Will therefore again back #extremists, exacerbate civil wars, ballooning deaths and refugee flows""

⬇️ https://t.co/oU1DcbnmkW",,1.2e+18,"""The scary thing about the #Syria conflict: the international community

A. Made the humanitarian and #terrorism problems far worse

B. Does not understand its negative role

C. Will therefore again back #extremists, exacerbate civil wars, ballooning deaths and refugee flows""

⬇️ https://t.co/oU1DcbnmkW",scary thing #syria conflict international community make humanitarian #terrorism problem far bad understand negative role therefore back #extremists exacerbate civil war balloon death refugee flow own_arrow
842,842,842,2021-11-29 08:28:29+00:00,United Kingdom,en,@johnredwood The anti Christ @pritipatel has told them she doesnt want one as she needs more for her Muslim law enforcement!,,1.47e+18,@johnredwood The anti Christ @pritipatel has told them she doesnt want one as she needs more for her Muslim law enforcement!,anti christ tell doesnt want one need muslim law enforcement
843,843,843,2019-01-05 23:32:50+00:00,United Kingdom,en,Cracking pre-show #Tapas @gallery_36 before #BohemianRhapsody great casting! #Bismillah ?,,1.08e+18,Cracking pre-show #Tapas @gallery_36 before #BohemianRhapsody great casting! #Bismillah ?,crack pre-show #tapas #bohemianrhapsody great casting #bismillah
844,844,844,2021-11-14 21:20:50+00:00,United Kingdom,en,"Alhamdulillah, another successful Faith Inspire, Dads &amp; Children Running session in Victoria Park, #Tower Hamlets

Join us on Sunday’s 11:30am https://t.co/2DYhTiLBz7",,1.46e+18,"Alhamdulillah, another successful Faith Inspire, Dads &amp; Children Running session in Victoria Park, #Tower Hamlets

Join us on Sunday’s 11:30am https://t.co/2DYhTiLBz7",alhamdulillah another successful faith inspire dads child run session victoria park #tower hamlets join sunday
845,845,845,2018-12-17 13:13:11+00:00,United Kingdom,en,"GIVING AWAY 24 HRS THIS WEEK TO DISCUSS WITH ANYONE WHO MAY NEED AN ADVICE, COUNSELLING OR JUST A CHAT ON ANYTHING ☃️❄⚘ #christmas #advice #birthday #Jesus #Christ #christian #holidays #sunday #love #entrepreneurs #blackpool #rccg  #photos #entrepreneurship #human #learn https://t.co/jEEnpBVgkL",,1.07e+18,"GIVING AWAY 24 HRS THIS WEEK TO DISCUSS WITH ANYONE WHO MAY NEED AN ADVICE, COUNSELLING OR JUST A CHAT ON ANYTHING ☃️❄⚘ #christmas #advice #birthday #Jesus #Christ #christian #holidays #sunday #love #entrepreneurs #blackpool #rccg  #photos #entrepreneurship #human #learn https://t.co/jEEnpBVgkL",give away hr week discus anyone may need advice counsel chat anything snowman snowflake #christmas #advice #birthday #jesus #christ #christian #holidays #sunday #love #entrepreneurs #blackpool #rccg #photos #entrepreneurship #human #learn
846,846,846,2018-12-31 18:16:08+00:00,United Kingdom,en,@johanxcv My tweet about Salah was before he was even at Roma. He was a much better player when he went to Roma than he was at Basel.,,1.08e+18,@johanxcv My tweet about Salah was before he was even at Roma. He was a much better player when he went to Roma than he was at Basel.,tweet salah even rom much good player go rom basel
847,847,847,2021-10-26 19:24:35+00:00,Turkey,en,"Shayk Abdul Fattah al Qadi. The teacher of men like Shayk Mahmoud Khalil al Hussary. As we prepare to release a translation of his works here is a look at the biography of one of the greatest Imams in the science of Tajwīd and Qiraʾāt.

Download 👇🏾
https://t.co/hs4TeL8942 https://t.co/f0RNGV0Hrh",,1.45e+18,"Shayk Abdul Fattah al Qadi. The teacher of men like Shayk Mahmoud Khalil al Hussary. As we prepare to release a translation of his works here is a look at the biography of one of the greatest Imams in the science of Tajwīd and Qiraʾāt.

Download 👇🏾
https://t.co/hs4TeL8942 https://t.co/f0RNGV0Hrh",shayk abdul fattah qadi teacher men like shayk mahmoud khalil hussary prepare release translation work look biography one great imam science tajwīd qiraʾāt download backhand_index_pointing_down_medium-dark_skin_tone
848,848,848,2021-09-26 07:07:49+00:00,Germany,en,"*This is the AFD. And they are a way too popular right wing party.

“Secure borders!  Deport Islamists!  Against imported homophobia and Islamist hate crimes!  Germany.  But normal.” 

Anyway. On my way to vote Left. 🗳 https://t.co/mKedkfcX20",,1.44e+18,"*This is the AFD. And they are a way too popular right wing party.

“Secure borders!  Deport Islamists!  Against imported homophobia and Islamist hate crimes!  Germany.  But normal.” 

Anyway. On my way to vote Left. 🗳 https://t.co/mKedkfcX20",afd way popular right wing party secure border deport islamist import homophobia islamist hate crime germany normal anyway way vote leave ballot_box_with_ballot
849,849,849,2021-11-24 15:14:00+00:00,United Kingdom,en,One Of The Beautiful Verse Of Holy Quran 👍👍👍 https://t.co/Q75H4WWdWC,,1.46e+18,One Of The Beautiful Verse Of Holy Quran 👍👍👍 https://t.co/Q75H4WWdWC,one beautiful verse holy quran thumbs_up thumbs_up thumbs_up
850,850,850,2018-12-27 11:36:12+00:00,United Kingdom,en,"#VanDijk #Becker #Lovern #Klopp #Alexander-Arnold #Henderson #Salah #Shaqiri #Winjaldum #Liverpool #Anfield #LiverpoolVsNewcastle @ Anfield Stadium, Liverpool https://t.co/w8TrQ7ERON",,1.08e+18,"#VanDijk #Becker #Lovern #Klopp #Alexander-Arnold #Henderson #Salah #Shaqiri #Winjaldum #Liverpool #Anfield #LiverpoolVsNewcastle @ Anfield Stadium, Liverpool https://t.co/w8TrQ7ERON",#vandijk #becker #lovern #klopp #alexander-arnold #henderson #salah #shaqiri #winjaldum #liverpool #anfield #liverpoolvsnewcastle anfield stadium liverpool
851,851,851,2017-08-02 08:34:12+00:00,Italy,en,What's stopping you from achieving your goals? #HappyAugust #Happiness #naturopathy #naturopathicmedicine #muslimah https://t.co/2w8c6m2eOo,,8.93e+17,What's stopping you from achieving your goals? #HappyAugust #Happiness #naturopathy #naturopathicmedicine #muslimah https://t.co/2w8c6m2eOo,what's stop achieve goal #happyaugust #happiness #naturopathy #naturopathicmedicine #muslimah
852,852,852,2021-10-22 00:21:37+00:00,United Kingdom,en,you share an idea with a colleague and then hear him repeat it as if it his idea mashallah brilliant,,1.45e+18,you share an idea with a colleague and then hear him repeat it as if it his idea mashallah brilliant,share idea colleague hear repeat idea mashallah brilliant
853,853,853,2021-07-28 21:07:42+00:00,Kosovo,en,@LirimKap @8eyda @lemonscientistt Based on what?! Sunnah or Science?!,,1.42e+18,@LirimKap @8eyda @lemonscientistt Based on what?! Sunnah or Science?!,base sunnah science
854,854,854,2015-01-31 21:57:34+00:00,Czech Republic,en,#Iran on Sunday will release $30m film that depicts Prophet Muhammad from birth to the age of 12 http://t.co/iNrFtBRQtw #ProphetMuhammad,,5.62e+17,#Iran on Sunday will release $30m film that depicts Prophet Muhammad from birth to the age of 12 http://t.co/iNrFtBRQtw #ProphetMuhammad,#iran sunday release 30m film depict prophet muhammad birth age #prophetmuhammad
855,855,855,2021-11-23 09:08:55+00:00,Germany,en,"@dietweeterei I finished my own data entry Thursday night, alhamdulillah. You go, go, go!",,1.46e+18,"@dietweeterei I finished my own data entry Thursday night, alhamdulillah. You go, go, go!",finish data entry thursday night alhamdulillah
856,856,856,2018-10-31 06:02:25+00:00,United Kingdom,en,"We the victims of the Heera Gold, appeal to arrest and punish everyone guilty of this crime - the owner, the concerned corrupt ulama, the agents, the brokers etc. 

Dilfaroz A. Khan ( Jalil Ahmed)
Makkah Al Mukarramah",,1.06e+18,"We the victims of the Heera Gold, appeal to arrest and punish everyone guilty of this crime - the owner, the concerned corrupt ulama, the agents, the brokers etc. 

Dilfaroz A. Khan ( Jalil Ahmed)
Makkah Al Mukarramah",victim heera gold appeal arrest punish everyone guilty crime owner concerned corrupt ulama agent broker etc dilfaroz khan jalil ahmed makkah mukarramah
857,857,857,2018-11-29 16:52:35+00:00,United Kingdom,en,"One of my best mentors is Joel Osteen. I listen to him so much. 😍 😍 😍
.
.
.
.
. 
#joelosteen #motivation #blessed #joelosteenquotes #love #christian #lawofattraction #relationships… https://t.co/ygcHMW0cJB",,1.07e+18,"One of my best mentors is Joel Osteen. I listen to him so much. 😍 😍 😍
.
.
.
.
. 
#joelosteen #motivation #blessed #joelosteenquotes #love #christian #lawofattraction #relationships… https://t.co/ygcHMW0cJB",one best mentor joel osteen listen much smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes #joelosteen #motivation #blessed #joelosteenquotes #love #christian #lawofattraction #relationships
858,858,858,2021-11-29 13:41:54+00:00,United Kingdom,en,@Engr_Naveed111 Very healthy eating Ma Sha Allah!!!,,1.47e+18,@Engr_Naveed111 Very healthy eating Ma Sha Allah!!!,healthy eat sha allah
859,859,859,2013-04-02 16:41:55+00:00,France,en,May #Allah forgives us from all kind of sins..Ameen! #IslamEncourages #muslimummah #IslamicReminder http://t.co/L38Tci2oX8,,3.19e+17,May #Allah forgives us from all kind of sins..Ameen! #IslamEncourages #muslimummah #IslamicReminder http://t.co/L38Tci2oX8,may #allah forgives kind sin ameen #islamencourages #muslimummah #islamicreminder
860,860,860,2018-12-30 05:37:09+00:00,United Kingdom,en,"Jones just said alhamdulillah I feel good, god is great. What a hero 🐐",,1.08e+18,"Jones just said alhamdulillah I feel good, god is great. What a hero 🐐",jones say alhamdulillah feel good god great hero goat
861,861,861,2018-12-13 06:37:32+00:00,United Kingdom,en,"BSST, crossing borders for peace in #Israel, #Palestine, and #Gaza, is thrilled to unveil our new logo https://t.co/vGCUf8VrMS",,1.07e+18,"BSST, crossing borders for peace in #Israel, #Palestine, and #Gaza, is thrilled to unveil our new logo https://t.co/vGCUf8VrMS",bsst cross border peace #israel #palestine #gaza thrill unveil new logo
862,862,862,2018-10-09 13:05:18+00:00,Turkey,en,once upon a time ... Galata #Tower .. On the top ... #galata #saray #othanite #istanbul #turkey #historicalplace #historicalheritage #unitednations #islamic #onthetop @ Galata Tower https://t.co/ke2d3aefw8,,1.05e+18,once upon a time ... Galata #Tower .. On the top ... #galata #saray #othanite #istanbul #turkey #historicalplace #historicalheritage #unitednations #islamic #onthetop @ Galata Tower https://t.co/ke2d3aefw8,upon time galata #tower top #galata #saray #othanite #istanbul #turkey #historicalplace #historicalheritage #unitednations #islamic #onthetop galata tower
863,863,863,2021-11-17 07:16:36+00:00,United Kingdom,en,@AMYA_WM West Midlands Youth participated in a 24 hour charity football marathon that took place at @WatfordFC with @UKMuslimYouth and help to assist @WFCTrust in raising over £4000. Members of our Mosque spared time in the early hours of the day for this noble cause.,,1.46e+18,@AMYA_WM West Midlands Youth participated in a 24 hour charity football marathon that took place at @WatfordFC with @UKMuslimYouth and help to assist @WFCTrust in raising over £4000. Members of our Mosque spared time in the early hours of the day for this noble cause.,west midland youth participate hour charity football marathon take place help assist raise member mosque spar time early hour day noble cause
864,864,864,2021-05-09 15:00:15+00:00,Ireland,en,PM @ImranKhanPTI leaving Madinah for Jaddah &amp; then Makkah for Umrah accompanied by First Lady and the Pakistani Delegation https://t.co/ghzS6lYgwG,,1.39e+18,PM @ImranKhanPTI leaving Madinah for Jaddah &amp; then Makkah for Umrah accompanied by First Lady and the Pakistani Delegation https://t.co/ghzS6lYgwG,leave madinah jaddah makkah umrah accompany first lady pakistani delegation
865,865,865,2021-11-30 15:59:47+00:00,Turkey,en,"@pinkpearl001p Yorgos is a Greek male first name, which is the true first name of an imposter here, who pretends to be a Turkish citizen and Muslim .",,1.47e+18,"@pinkpearl001p Yorgos is a Greek male first name, which is the true first name of an imposter here, who pretends to be a Turkish citizen and Muslim .",yorgos greek male first name true first name imposter pretend turkish citizen muslim
866,866,866,2018-12-20 07:18:26+00:00,Germany,de,Radikalislamische #Hamas auf Vormarsch im #Westjordanland? #Palestinians https://t.co/BHYA61crxJ,,1.08e+18,Radical Islamic #Hamas on the rise in the #West Bank? #Palestinians https://t.co/BHYA61crxJ,radical islamic #hamas rise #west bank #palestinians
867,867,867,2021-09-04 20:47:59+00:00,United Kingdom,en,"I’m amazed by Allah’s creations it brings tears, SubhanAllah.",,1.43e+18,"I’m amazed by Allah’s creations it brings tears, SubhanAllah.",amaze allah creation bring tear subhanallah
868,868,868,2021-11-25 18:09:20+00:00,France,en,"Les femmes occidentales qui portent le #hijab quand elles vont en #Iran n'ont pas mon respect.
Western women who wear #hijab when they go to #Iran don't have my respect.
#feminist #Feminism #Feministe #feminisme #Suede #IranProtests #MasihAlinejad @AlinejadMasih https://t.co/CJzplhX15e https://t.co/bWHkcCaZux",,1.46e+18,"Les femmes occidentales qui portent le #hijab quand elles vont en #Iran n'ont pas mon respect.
Western women who wear #hijab when they go to #Iran don't have my respect.
#feminist #Feminism #Feministe #feminisme #Suede #IranProtests #MasihAlinejad @AlinejadMasih https://t.co/CJzplhX15e https://t.co/bWHkcCaZux",le femmes occidentales qui portent #hijab quand elles vont #iran n'ont pa mon respect western woman wear #hijab #iran respect #feminist #feminism #feministe #feminisme #suede #iranprotests #masihalinejad
869,869,869,2020-01-28 22:30:40+00:00,United Kingdom,en,"@Ibishblog An impeached President #Trump with an indicted prime minister #Netanyahu usurp territories of #EasJerusalem and #Jordan valley from #Palestenians by dangling $50 billion as peace plan! Where're the #MuslimUmma, #Arabs, #Pakistan and those vociferous Indian champions of the cause?",,1.22e+18,"@Ibishblog An impeached President #Trump with an indicted prime minister #Netanyahu usurp territories of #EasJerusalem and #Jordan valley from #Palestenians by dangling $50 billion as peace plan! Where're the #MuslimUmma, #Arabs, #Pakistan and those vociferous Indian champions of the cause?",impeach president #trump indicted prime minister #netanyahu usurp territory #easjerusalem #jordan valley #palestenians dangle billion peace plan where're #muslimumma #arabs #pakistan vociferous indian champion cause
870,870,870,2020-11-13 18:19:17+00:00,United Kingdom,en,"This week I read and discuss the importance of cultivating the love of the Messenger of Allah ﷺ in #Islam, reading from Ash-Shifa of Qadi ‘Iyad translated by Aisha Bewley (p.224-229).

Click for full video:
https://t.co/WriDllz9l6

#Mawlid #Muhammad #NahdlatulUlama #Naqshbandi https://t.co/lP34RVkEz8",,1.33e+18,"This week I read and discuss the importance of cultivating the love of the Messenger of Allah ﷺ in #Islam, reading from Ash-Shifa of Qadi ‘Iyad translated by Aisha Bewley (p.224-229).

Click for full video:
https://t.co/WriDllz9l6

#Mawlid #Muhammad #NahdlatulUlama #Naqshbandi https://t.co/lP34RVkEz8",week read discuss importance cultivate love messenger allah #islam read ash-shifa qadi iyad translate aisha bewley click full video #mawlid #muhammad #nahdlatululama #naqshbandi
871,871,871,2021-11-18 20:10:24+00:00,United Kingdom,en,"@kajolmanshad Yup after 4 bad days ....I got better 
Thanks 😊😊
Alhamdulillah",,1.46e+18,"@kajolmanshad Yup after 4 bad days ....I got better 
Thanks 😊😊
Alhamdulillah",yup bad day get well thanks smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes alhamdulillah
872,872,872,2021-11-04 10:41:41+00:00,United Kingdom,en,"@stethospeaks MashAllah good lessons. 

I agree our social network needs to be wider but unfortunately we end making more &amp; more doctor friends. 

For last few years, I even realise my close friends were all Psychiatrist so I started widening the circle.",,1.46e+18,"@stethospeaks MashAllah good lessons. 

I agree our social network needs to be wider but unfortunately we end making more &amp; more doctor friends. 

For last few years, I even realise my close friends were all Psychiatrist so I started widening the circle.",mashallah good lesson agree social network need wider unfortunately end make doctor friend last year even realise close friend psychiatrist start widen circle
873,873,873,2018-09-06 17:38:59+00:00,United Kingdom,en,"Zawar jee #mashallah @ Edinburgh, United Kingdom https://t.co/bc4JIwYMW6",,1.04e+18,"Zawar jee #mashallah @ Edinburgh, United Kingdom https://t.co/bc4JIwYMW6",zawar jee #mashallah edinburgh unite kingdom
874,874,874,2017-09-20 12:25:21+00:00,United Kingdom,en,"Ya Ali Maddad &amp; Labbayk Ya Hussain Frames

#Allah #Muhammad #peace #islam #islamicproduct 
.
DM us for more info or call us on 0161 795 0876 https://t.co/axrwBuHhlY",,9.1e+17,"Ya Ali Maddad &amp; Labbayk Ya Hussain Frames

#Allah #Muhammad #peace #islam #islamicproduct 
.
DM us for more info or call us on 0161 795 0876 https://t.co/axrwBuHhlY",ali maddad labbayk hussain frame #allah #muhammad #peace #islam #islamicproduct info call
875,875,875,2019-08-03 18:37:44+00:00,France,en,"InterContinental Carlton Cannes. Best breakfast &amp; hospitality in town. 
.
.
#hotel #cannes #love #family #vacation #style #slick #fresh #tasty #foodcoma #palmtrees #beach #hot #summer #blessed #mashallah #carltoncannes https://t.co/f6I71TSw5q",,1.16e+18,"InterContinental Carlton Cannes. Best breakfast &amp; hospitality in town. 
.
.
#hotel #cannes #love #family #vacation #style #slick #fresh #tasty #foodcoma #palmtrees #beach #hot #summer #blessed #mashallah #carltoncannes https://t.co/f6I71TSw5q",intercontinental carlton cannes best breakfast hospitality town #hotel #cannes #love #family #vacation #style #slick #fresh #tasty #foodcoma #palmtrees #beach #hot #summer #blessed #mashallah #carltoncannes
876,876,876,2018-08-20 03:05:55+00:00,Turkey,en,"In another saying the Prophet's wife Hafsah, may Allah be pleased with her, said:

""Four things the Messenger of Allâh never neglected: Observing fast on the day of 'Ashura, 'Arafat, three days every month, and offering fajr sunnah prayers early in the morning.""
Muslim.",,1.03e+18,"In another saying the Prophet's wife Hafsah, may Allah be pleased with her, said:

""Four things the Messenger of Allâh never neglected: Observing fast on the day of 'Ashura, 'Arafat, three days every month, and offering fajr sunnah prayers early in the morning.""
Muslim.",another say prophet's wife hafsah may allah pleased say four thing messenger allâh never neglect observe fast day ashura arafat three day every month offering fajr sunnah prayer early morning muslim
877,877,877,2021-11-28 19:48:14+00:00,The Netherlands,en,"because countries were afraid on their economy to be hit hard but corona came and stopped the carbonic emissions by 100% for many months
Imam Nasser Mohammed Al-Yamani
14-10-2021
https://t.co/e4AldZDSly
26
#Torment_Planet_Has_Neared
 Omicron
TkzN%n",,1.47e+18,"because countries were afraid on their economy to be hit hard but corona came and stopped the carbonic emissions by 100% for many months
Imam Nasser Mohammed Al-Yamani
14-10-2021
https://t.co/e4AldZDSly
26
#Torment_Planet_Has_Neared
 Omicron
TkzN%n",country afraid economy hit hard corona come stop carbonic emission many month imam nasser mohammed al-yamani #torment_planet_has_neared omicron tkzn
878,878,878,2021-10-17 12:32:47+00:00,United Kingdom,en,"“stand close to each other”, said the Imam of the Holy Mosque 🕌 in a quavering voice. 
The beauty of #Makkah is returning, inshaAllah. 
Ya Allah have mercy! https://t.co/xOZx8xiaYR",,1.45e+18,"“stand close to each other”, said the Imam of the Holy Mosque 🕌 in a quavering voice. 
The beauty of #Makkah is returning, inshaAllah. 
Ya Allah have mercy! https://t.co/xOZx8xiaYR",stand close say imam holy mosque mosque quaver voice beauty #makkah return inshaallah allah mercy
879,879,879,2021-11-22 16:31:25+00:00,United Kingdom,en,defending islamophobia and antisemitism bc u hate a character in a tv show wow u really showed everyone. u really trolled us,,1.46e+18,defending islamophobia and antisemitism bc u hate a character in a tv show wow u really showed everyone. u really trolled us,defend islamophobia antisemitism hate character show wow really show everyone really troll
880,880,880,2016-11-09 06:41:00+00:00,United Kingdom,en,How is trump winning😩😩 #ElectionDay #saveAmerica,,7.96e+17,How is trump winning😩😩 #ElectionDay #saveAmerica,trump win weary_face weary_face #electionday #saveamerica
881,881,881,2021-09-05 23:42:54+00:00,United Kingdom,en,"https://t.co/HJYqUDAlWQ SM  Younus AlGohar explains an excerpt from HDE Gohar Shahi's written masterpiece, The #Religion of #God (Divine Love), in ep 14 of Ilm e Ladunni #GoharShahi Ka: Deen e Ilahi. Do we have to believe someone to be a saint of #Allah? #YounusAlGohar #ALRATV",,1.43e+18,"https://t.co/HJYqUDAlWQ SM  Younus AlGohar explains an excerpt from HDE Gohar Shahi's written masterpiece, The #Religion of #God (Divine Love), in ep 14 of Ilm e Ladunni #GoharShahi Ka: Deen e Ilahi. Do we have to believe someone to be a saint of #Allah? #YounusAlGohar #ALRATV",younus algohar explain excerpt hde gohar shahi's write masterpiece #religion #god divine love ilm ladunni #goharshahi deen ilahi believe someone saint #allah #younusalgohar #alratv
882,882,882,2021-11-30 13:29:29+00:00,United Kingdom,en,"Rex Murphy: The woke rot at the heart of Canada's largest school board, re ISIL (Islamic State of Iraq and the Levant).  https://t.co/BdmBIba9UA via @nationalpost https://t.co/68k5WblhaJ",,1.47e+18,"Rex Murphy: The woke rot at the heart of Canada's largest school board, re ISIL (Islamic State of Iraq and the Levant).  https://t.co/BdmBIba9UA via @nationalpost https://t.co/68k5WblhaJ",rex murphy woke rot heart canada's large school board isil islamic state iraq levant via
883,883,883,2018-08-21 14:19:24+00:00,United Kingdom,en,"Alhamdulilah, #EidInThePark #Sunnah #EidMubarak @ Ponders End, Redbridge, United Kingdom https://t.co/3QEEuijXWp",,1.03e+18,"Alhamdulilah, #EidInThePark #Sunnah #EidMubarak @ Ponders End, Redbridge, United Kingdom https://t.co/3QEEuijXWp",alhamdulilah #eidinthepark #sunnah #eidmubarak ponders end redbridge united kingdom
884,884,884,2020-10-27 10:53:17+00:00,Turkey,en,"#Mausoleum of #Eyub El Ensari, close companion of #Prophet #Muhammad (PBUH) and his standard-bearer, is one of the most important sites of #faith in #Istanbul #Turkey 
https://t.co/3kmYgms6aD @ Eyüp Sultan Camii ve Türbesi https://t.co/TTpNh0pB8c",,1.32e+18,"#Mausoleum of #Eyub El Ensari, close companion of #Prophet #Muhammad (PBUH) and his standard-bearer, is one of the most important sites of #faith in #Istanbul #Turkey 
https://t.co/3kmYgms6aD @ Eyüp Sultan Camii ve Türbesi https://t.co/TTpNh0pB8c",#mausoleum #eyub ensari close companion #prophet #muhammad pbuh standard-bearer one important site #faith #istanbul #turkey eyüp sultan camii türbesi
885,885,885,2021-11-29 23:57:57+00:00,Ireland,en,"Forget this corrupt #BallondOr nonsense, we know @MoSalah is the best player in the world #YNWA",,1.47e+18,"Forget this corrupt #BallondOr nonsense, we know @MoSalah is the best player in the world #YNWA",forget corrupt #ballondor nonsense know best player world #ynwa
886,886,886,2018-12-21 19:51:13+00:00,United Kingdom,en,‘The @Conservatives have let @BorisJohnson off the hook – and in doing so proven the party is riddled with #Islamophobia’ https://t.co/0k0MEL0tdB,,1.08e+18,‘The @Conservatives have let @BorisJohnson off the hook – and in doing so proven the party is riddled with #Islamophobia’ https://t.co/0k0MEL0tdB,let hook proven party riddle #islamophobia
887,887,887,2021-05-11 10:59:31+00:00,United Kingdom,en,"Aw this made my day 🙏🏼 #Alhamdulilah 
I love encouraging new Muslims.
Sometimes 5 times praying a day is not even enough for me to connect with my God 🙏🏼💯 #mashallah https://t.co/CySkHgJEFE",,1.39e+18,"Aw this made my day 🙏🏼 #Alhamdulilah 
I love encouraging new Muslims.
Sometimes 5 times praying a day is not even enough for me to connect with my God 🙏🏼💯 #mashallah https://t.co/CySkHgJEFE",make day folded_hands_medium-light_skin_tone #alhamdulilah love encourage new muslim sometimes time pray day even enough connect god folded_hands_medium-light_skin_tone hundred_points #mashallah
888,888,888,2021-01-16 08:10:18+00:00,Bosnia and Herzegovina,en,"Mimbar

More travel 📷 at https://t.co/jkvTTKVTRB

#travelling #mosque #mostar #traveler #travelphotography #herzegovina #bih #islam #islamic #muslim #travelphoto #travelpics #traveladdict #travels #travellife #travelbug #traveldiaries #travelawesome #traveldeeper #igtravel https://t.co/akssp9PP11",,1.35e+18,"Mimbar

More travel 📷 at https://t.co/jkvTTKVTRB

#travelling #mosque #mostar #traveler #travelphotography #herzegovina #bih #islam #islamic #muslim #travelphoto #travelpics #traveladdict #travels #travellife #travelbug #traveldiaries #travelawesome #traveldeeper #igtravel https://t.co/akssp9PP11",mimbar travel camera #travelling #mosque #mostar #traveler #travelphotography #herzegovina #bih #islam #islamic #muslim #travelphoto #travelpics #traveladdict #travels #travellife #travelbug #traveldiaries #travelawesome #traveldeeper #igtravel
889,889,889,2021-01-11 17:21:09+00:00,The Netherlands,en,@lifesafeast Swapping faith #extremists,,1.35e+18,@lifesafeast Swapping faith #extremists,swap faith #extremists
