date,country,lang,content
2021-10-19 16:04:29+00:00,Germany,de,"Die Plakataktion soll ein Leuchtfeuer für das friedliche Miteinander sein, zu dem sich die #Ahmadiyya aufgrund Ihrer Glaubensgrundsätze verpflichtet fühlen. 
(Beispielbild) 
#MuslimegegenRassismus #Islam #Deutschland #Rassismus #Glaube #Düsseldorf https://t.co/H1jQDR6e9a"
2021-08-31 11:58:49+00:00,Belgium,en,"@MarietjeSchaake @EliotHiggins @Reuters Effing disgusting. As a Muslim myself, this stuff keeps happening, and it rarely gets called out. So infuriating. And yet, us Muslims are told to keep silent, and if we don't, we are simply called extremists, terror"
2018-12-28 21:52:17+00:00,United Kingdom,en,"@WorldHijabDay When I was a Muslim women I wasnt allowed to defend myself or answer back to my mother who was for years physically and mentally abusive to me because the ""jannah"" was  supposedly under her feet so she was allowed to kick me and spit on me  and wanted me to kiss her feet."
2021-11-30 14:10:58+00:00,Germany,de,"""Gewinnt"" ist bei dem Zauber aber ein gewagter Ausdruck. Hätte man das ""neutral"" wählen lassen, wäre in diesem Jahr #Messi weit hinter #Lewandowski, #Haaland, #Salah, u.v.m. gelandet! Gar hinter #Kostic!

😬😜 #BallonDor2021 https://t.co/apP0aKc6a6"
2020-02-29 23:00:38+00:00,United Kingdom,en,@ian_q_blank @AngelaRayner Interesting. I googled but couldn't find any reference to Patel's religion. But Hinduism would go a long way towards explaining her lack of empathy for Muslims and her far right attitude to class?
2018-12-27 22:16:50+00:00,United Kingdom,en,"@ialishahrukh @aaliaaaliya @ImamUlHaq12 For God sake, madam you shout comment like a senior journalist, imam and babar are in the team @ cost of several careers."
2020-10-12 11:27:10+00:00,Turkey,en,King Rio 🐈  #bismillah https://t.co/QOA1oGmXWp
2019-09-22 02:19:47+00:00,Canada,en,It was really awesome for all of us to learn some key words in #ASL for deaf Muslims. This right here means #SubhanAllah! #deafawareness #deafmuslims https://t.co/9g67AVTXa9
2018-12-21 15:13:39+00:00,United Kingdom,en,@zumrudaaa This is actually so true! I went to eat outside the other day and the waiter saw that i was a muslim cos i had my hijab on and he told me the cheese that i wanted wasnt halal and replaced it with halal cheese &amp; i realized that Allah saved me I’m forever grateful 😭😭
2021-11-06 15:37:33+00:00,United States,en,"For God so loved the world that he gave his one and only Son, that whoever believes in him shall not perish but have eternal life.✝️ John 3:16 💒 #jesus  #God #church #Christian #worship #Bible #HolySpirit https://t.co/56G5xFCQB1"
2020-04-30 17:40:48+00:00,United Kingdom,en,"Ustadh Time Humble

#Islam #Sunni #Dawah #Salafi #Hadith #Fiqh #Salafiyyah #Salaf #Ramadan #ramadhan2020 #Makkah #Madinah #Luton #Allah  #Dua #Sawm #Iftar #Suhur #ummah #Zakat #Sadaqah #Charity #Hajj #Umrah #Love… https://t.co/b32dXIhpM5"
2012-11-14 19:17:16+00:00,United Kingdom,en,finally got irish fairy @PrestonGemma on board! #success #yestoindependence #wetforfreedom #radicals #campaigner
2021-11-30 13:38:08+00:00,United Kingdom,en,@AtheistRepublic First person to send one from the grand mosque in Mecca gets a beer. Unless they’ve had their head cut off 🤷🏻‍♂️
2021-08-31 20:17:46+00:00,United States,en,@caitlinfxbg @RobWittman Exactly! And what did Trump do to get any of these people out when he negotiated with the Taliban? How many Kurds did he rescue? I remember the Muslim ban. Did @robwittman vote for that?
2018-11-25 11:58:31+00:00,United Kingdom,en,@RehmanYasmin here at the #OneLawForAll Conference on sharia and #secularism talks about how there are imams in the UK that are delivering domestic violence training.
2018-12-30 18:32:40+00:00,The Netherlands,en,"@memon_tashfeen @geertwilderspvv Islam and her fake peace!
#nomoreislam
#StopIslam 
#Islamisviolence
#Islamishatred
mohammed was a pedophilia"
2018-12-09 10:26:21+00:00,Belgium,en,"@african_heart12 @ds13_manon Muslims are our natural allies against #Christian #Europe, https://t.co/YyAGifYK0m"
2021-10-24 16:19:46+00:00,Ireland,en,Don’t need a red. Justice down the other end!! #salah
2021-11-29 02:33:35+00:00,The Netherlands,en,"An Audio Statement in English, titled:
To Non-Arabs and Arabs... The Planet of Torment Has Approached
Imam Mahdi Nasser Mohammad Al-Yamani
08 - Rabi Awwal - 1443 AH
14 - October - 2021 AD
08:58 am
https://t.co/xmhYkesAme
107
#Torment_Planet_Has_Neared
 Omicron
iN/6bN"
2017-06-24 02:53:55+00:00,United Kingdom,en,In the holiest of months - at the holiest site in Islam.. Terrorism has no religion.. Absolutely terrifying and sickening! #Mecca https://t.co/vQak1gOlPx
2020-07-02 09:29:03+00:00,United Kingdom,en,Good morning with timgraymotorsport @RadicalCarsUK at @SilverstoneUK #indiseat #indiseatfitting #seatfitting #saferacing #indicover #indicoveruk #Radicals #RadicalSportsCars #TimGrayMotorsport 👍👍 @ Silverstone https://t.co/3UBn9u0QW2
2021-10-27 05:14:49+00:00,United Kingdom,en,"This politician’s entire platform is a bunch of “great replacement” conspiracy theories plus the idea that there’s going to be a clash of civilisations when Europe meets Islamism.

The Islamists proved him completely wrong. In fact, they said:

“Dirty Jew!”

“Nazi! Nazi!”

🇵🇸❤️ https://t.co/XtTTctG6ii"
2021-09-13 15:40:22+00:00,United Kingdom,en,“In 80s there was Uyghurs [who] could practise relatively openly. In [the] 90s it changed dramatically. There were purges of imams. They had to do training courses…-&gt;
2018-12-25 10:23:24+00:00,United Kingdom,en,Merry Christmas to Mr. President Muhammad Buhari and is VP professor Yemi Oshinbajo including the party chairman of Mr. Oshomole and Happy New Year in advance 2019❤️✅🇳🇬✍🏽🙏👨🏾‍✈️🌈🛳 you all would be the Captain of the new ships that will take us through 2023 so shall it be. Amen 🙏 https://t.co/G33rhr9nFT
2021-11-05 18:22:51+00:00,United Kingdom,en,"@MilesKing10 I’d have said they were reactionaries rather than radicals, but perhaps one can be both? 🤔"
2016-10-28 15:48:48+00:00,Canada,en,The rise of the #Muslim female #entrepreneur https://t.co/ah2FpP0Pht #MuslimNews
2020-03-09 00:40:47+00:00,Cyprus,en,"There is something everyone forgets ! Turks are a fire loving nation... 

#BaharKalkanıHarekatı #OrduMilletOmuzOmuza #BizTurkiyeyiz #Turkey #Bismillah #Türkiye https://t.co/1z4BovDAkp"
2018-12-27 21:19:23+00:00,Germany,de,"ZusammenHänGe ich hatte das kurdische Problem mit dem Paläst. als unlösbaren- jetzt sehe ich was nie glaubte- dass solche im Drogen verwickelt damit dort die Menschen überleben, kämpfen- Der Preis mir ist zu hoch- dass jugendlichen, Abhängigen hier zugrunde gehen! nie abstellen?"
2018-12-31 17:00:34+00:00,United Kingdom,en,"Photos of the Year - from the @Algarve_Cup, @Han_Blundell at Wembley, @MoSalah in Kyiv and @equipedefrance in Moscow https://t.co/YFGC4XpXlT"
2021-08-31 06:59:52+00:00,United Kingdom,en,@ByrneBarry Border force are the 2021 version of the Trojan Horse bringing in the army to subjugate Britain into a Muslim country.
2018-07-26 12:05:00+00:00,United States,en,@SecPompeo It’s the holly war they want 2 wipe out all religion but theirs. The fell if ur not Muslim then u need 2 b killed radicals Islamic terrorist r every were. They blow up the holy sites in the Middle East they cover the women &amp; rape the kids they r total animals https://t.co/jtAmyj08jB
2015-04-24 08:01:07+00:00,Egypt,en,"Salam, Don't forget to recite or listen to the recitations of Sarah Kahf. #Friday #Sunnah #Reminder"
2021-10-19 05:49:48+00:00,Turkey,en,"“Those who are patient in adversity and forgive wrongs are the doers of excellence.” Prophet Muhammad (peace be upon him)

#ProphetMuhammad #EidMiladunNabiMubarak"
2020-02-10 00:00:24+00:00,United States,en,@JulieReichwein1 #IlhanOmar - triggered by this question about #fgm because she’s likely a victim herself? Most #somalian girls have had their clitoris cut off. Why doesn’t this woman stand up against this disgusting cultural practice common in #islamic c
2018-08-11 18:25:51+00:00,Germany,de,"@Schlautropf @NetteLiebe @Ismailtipi @MMassauer @YahyaRanft Schade das ihr so gut wie nichts über eure eigene Kultur wisst ...
#Kopftuch #Hijab #Verschleierung https://t.co/oX28IOZSpa"
2015-05-25 12:58:00+00:00,United Kingdom,en,Come on Boro!!! #Boro #PlayOffFinal #Bismillah
2021-10-22 09:54:36+00:00,United Kingdom,en,The free speech battle that forced Britain's 18th-century radicals to flee via @TC_Africa https://t.co/MikIaxuzFo
2020-01-24 04:41:35+00:00,United States,en,"@victorkhoshoob @MrsBlueWave @AdamCC75 Done ✅ &amp; following fellow #resister @AdamCC75!
StrongerTogether💪!
#FBR
#ResistersUnite
#ImpeachmentTaskForce
#SaveAmerica🇺🇸
#VoteBlueToEndThisNightmare 
#HappyBlueYear2020🥳🎉"
2018-12-30 18:57:56+00:00,United Kingdom,en,Dinesh D' Souza Explains PERFECTLY Why Islam Is So Dangerous For The West https://t.co/Q8jFJgdk4B via @YouTube
2018-12-27 12:58:35+00:00,Switzerland,en,"Listo! Rumbo a Egipto! 👍👌👌👌😉😙
#arabs #egypt #egipto #traveller #travelblogger #travelphotography #travels #worldtravel #worldtraveller #ticos #starallience #world en Geneve Switzarland https://t.co/mvz6xZPQMp"
2020-02-29 22:48:51+00:00,United Kingdom,en,Delhi's Muslims pray under armed guard after week of riots https://t.co/LeNeQFi5Vt
2020-01-24 19:47:02+00:00,The Netherlands,en,@ducom99 Special Place for George Soros https://t.co/jrEXcI8Iub #Qanon #WeAreTheNewsNow #FactsMatter #WWG1WGA #WakeUpAmerica #UnitedNotDivided #SaveAmerica #GreatAwakening
2021-08-31 07:38:23+00:00,United Kingdom,en,@HollieStaffor12 @MSANNCOOPER @WendyJWright @GBNEWS Islam tells women what to wear. Female repression doesn't end with having to cover up under Islam either. Haven't you any knowledge about Islam? https://t.co/qQhnHR8fiS
2021-08-31 12:21:12+00:00,Germany,en,Listening to a talk on Islam in modern Europe #EuRe2021 https://t.co/TPpnmebD27
2018-10-24 01:56:06+00:00,Belgium,de,"Aaauuummm ❤️🐯🖤#MilanistiKemayoran #MilanistiIndonesia #Antwerp #Belgium #EdwardOldendorff #HappinessTransporter #NguliSambilPiknik #Alhamdulillah @ Antwerp,… https://t.co/Ccm5AfHBZk"
2018-08-28 20:41:31+00:00,United Kingdom,en,"Him accepting it without objection makes it sunnah.

Ladies keep shooting your shot don’t let ‘Phateemah’ from Kano confuse you. https://t.co/RLUpRKHI76"
2020-08-12 01:29:33+00:00,United States,en,This string hit me like a ton of bricks... where do you pray? #MedTwitter #MuslimTwitter https://t.co/46zDjLJOyh
2020-02-29 23:33:33+00:00,United States,en,“Gas Station Shooting” or #ChristianOutreach to a #Muslim man at a @DeltaGasService in #PomptonPlains #NewJersey: https://t.co/itWd2LJ4AF #DeltaGas https://t.co/40bDho5lVn
2019-10-26 14:51:24+00:00,United States,en,"@kavita_tewari Unfortunately , muslims are radicals.They lack basics. All they want is bloodshed. 'Peace' word is not in their dictionary."
2017-05-30 19:42:47+00:00,United Kingdom,en,@ChazzleFizzle Majority of muslims are cool and dont agree with the radicals but the number that are radicalised is cray cray ... like the nazis
2018-07-07 16:08:12+00:00,United Kingdom,en,"@COLRICHARDKEMP That’s the resulting of bombing Iraq, Libya &amp; Syrian illegally created this nectar of refugees and radicals @SadiqKhan @jeremycorbyn well done Sadiq let’s not forget that also Muslims were affected during the 7/7. Mr Blair should be protecting the country no invading other"
2018-12-31 19:08:43+00:00,Turkey,en,@hayaalkaabi262 thanks . Qatar is the country where people live the best of Islam. I wish you all a happy year. We  Qatar love and support you.👍❤️🇹🇷❤️🇶🇦
2021-11-24 17:19:42+00:00,United Kingdom,en,"Clapham Park ward includes amazing communities like @clapham_park estate, Poynders Gardens, Weir Estate &amp; more, fantastic schools including @R_AtkinsPrimary &amp; @LaRetraiteSW12, landmarks like the Brixton Hill Islamic Centre and the services of @NewParkRoadSW2 like @HandinHandPub https://t.co/NrKIoik8Br"
2018-12-12 17:53:22+00:00,United Kingdom,en,@Ashabachchan @alenushkaukhina @IkramYouyou @Gopalbachchan @Rekha872838 @SwetaSi68890493 @bigb21bigbshiv @LilyPittz @RezaeiReyhan @AmitAgrawl @aspalod @GangulySunetra @EfvijayKumar @EF_MahekShukla @AneetaRadoja @Rikann_Kumar @addzz8 @yadavsunanda08 Beautiful family portrait Mashallah 🌹
2018-12-24 17:30:08+00:00,United Kingdom,en,"Alhamdulillah after a mad few weeks the madness is all over 
•
•
My not so little baby sister is taking the next step in her life inshallah 
•
•
My mother and father are so happy and proud… https://t.co/1keN8ItQ3K"
2018-12-25 10:11:50+00:00,United Kingdom,en,"@Imamofpeace @barbara_jupp Yes, we know that. Is there anything new here Imam?"
2021-08-26 20:42:33+00:00,United Kingdom,en,We call the United States  Senators to  Impeach Joe Biden without a House Hearing now  #SaveAmerica  Says ~ Augustine Obodo UK leader Friends Of Trump UK 🇬🇧&amp; Commonwealth Affairs 🇺🇸 https://t.co/FCqefRV7To
2020-02-29 16:33:33+00:00,France,en,Lmfao just got selected for a �random search� at my gate before boarding my flight and I just *know* it�s bc of my Muslim last name and the hijab in my passport photo ??
2018-05-24 17:39:33+00:00,Belgium,en,".@shada_islam ‘We should be worried, but not surprised’ about eurosceptisms &amp; low vote turnout - we need to target young people &amp; women - 🇪🇺institutions has to start look like the EU 🇪🇺 #Diversity l @eacdonline l @ENAREurope @EuropeanWomen @bxlbinder"
2021-09-23 09:39:55+00:00,United Kingdom,en,"When Allah Guides

#Allah #Bible #Christianity #Gospel #Guidance #Islam #Jesus #Prophets #Scripture #Wisdom
 https://t.co/xs0RRQfYcj"
2021-11-27 11:21:12+00:00,Norway,en,@M4X1403 @AliDawah1 @ApostateRidvan @ApostateProphet @mohammed_hijab Riiight. The “Allah prays FOOOR not too”- debate? Solid stuff there my mans
2021-11-22 19:19:49+00:00,United Kingdom,en,"Her three babies, THREE, died in her 'care' they were not 'lost' - makes you wonder her level of depravity when joining an Islamic extremists group that systematically rapes babies &amp; girls. It wouldn't surprise me if she willing offered them up to her extremist pimps.
@GBNEWS https://t.co/QvJEE5oH76"
2018-12-30 20:11:25+00:00,United Kingdom,en,@iamthedrifter @javedmalik73 @akramkhan_ If u follow fiqa hanafi u should know law as to how to qualify a Hadith. Quran explicitly refrains the reader to make meanings out things that are not clear. Others are crystal clear. Best u read urself.
2021-05-11 20:37:54+00:00,United Kingdom,en,"@BurnerNaanBread The past had some issues, seems to be good since the new imams and running the place"
2018-11-22 14:28:43+00:00,United Kingdom,en,@rhaihan_jannah Or then bring outrageously bleh panelist’s and anchor.
2018-11-01 07:21:17+00:00,Poland,en,Europe torn over #Islamic State children in Syria https://t.co/fQ2a2sFp8i
2021-08-31 18:48:25+00:00,The Netherlands,en,"The Taliban viewed Kabul as a den of iniquity, a Sodom and Gonorrah where women had to be beaten into conforming with Taliban standards of behaviour. And they viewed the northerners as impure Muslims who had to be forcibly re-Islamicized. https://t.co/clkSNmtqLD"
2021-10-24 16:25:41+00:00,Germany,en,"Do we get to see a 0-8 tonight!
#MUNLIV #Salah #Jota"
2017-11-30 12:21:35+00:00,Poland,en,"@potkazar @Imamofpeace @JaydaBF @realDonaldTrump @theresa_may I meant that jayda is far right winger which is same values of radical Muslims I agree if she got arrested, she is propagandist all videos she posted yesterday that idiot trump retweeted are old. We have to illuminate radicals not encourage them to speak"
2021-10-01 09:03:43+00:00,United Kingdom,en,Jannah’s highlands
2021-08-31 17:36:38+00:00,United Kingdom,en,Murder has started by 7th century Muslim barbarians. Folk singer shot in head in latest evidence Taliban rule returned https://t.co/BW6hISmEk2 via @MailOnline
2018-12-16 21:32:47+00:00,United Kingdom,en,"@EmAliSoos96 @ShiaOfSunnah Like I said, many hadiths state that Imam Hassan definitely did not live in a simplistic manner, for many reasons one of which according to one scholar I read was to show those who werent Muslim that, being Muslim doesn't mean you cant live a decent good life. It is not a sin."
2018-12-29 14:58:51+00:00,United Kingdom,en,From all the wonders &amp; miracles of the Quran y’all wanna use this 😂 https://t.co/9cpStk6Xw3
2021-04-28 17:40:49+00:00,France,en,#RamadanKareem to all my Muslim friends and followers. https://t.co/CoxYooYLE3
2018-08-11 03:11:39+00:00,United States,en,2 say people have a phobia towards Muslims is just not true. Radicals r killing people in the name of the Muslim faith. Those legit Muslims need 2 speak out against this violence that’s done in the name of their religion. It’s not a phobia it’s a fact people r being killed daily https://t.co/z008n5NLh6
2018-12-30 04:53:07+00:00,Ireland,en,"🇮🇪🇮🇪
The #Palestinian Lady holds up a Sign saying:👇
《#Israel cut the shiteout
You were Killing my PEOPLE long before #Hamas was created
Sixty-six years under your OCCUPATION created #Hamas!》
Oh so TRUE
Do you think she understands the words⁉️😁
Write the words⁉️🤣
Shitout⁉️😁 https://t.co/xi28Q12380"
2018-12-30 11:35:40+00:00,Austria,de,"@DrDavidBerger Mir sind alle Religionen ,""Religioten"" verdächtig""!Aktuell der Islam!"
2018-12-29 18:19:32+00:00,United Kingdom,en,"Smashed That One In #Salah 👊🏼🔴
Cracking Ball From Alisson #LFC 👏🏼"
2020-01-28 18:15:24+00:00,United Kingdom,en,"An impeached President #Trump with an indicted prime minister #Netanyahu usurp territories of #EasJerusalem and #Jordan valley from #Palestenians by dangling $50 billion as peace plan! Where're the #MuslimUmma, #Arabs, #Pakistan and those vociferous Indian champions of the cause? https://t.co/p8mbuCbYk4"
2018-06-17 11:32:23+00:00,Denmark,en,Let the summer trip begins ... #bismillah… https://t.co/6uMlb2OAie
2013-01-25 04:20:29+00:00,None,en,"Did you know that there is a time on Friday when a slave make a Dua, Allah will surely accept and answer  it? #IslamicReminder"
2018-12-15 16:31:29+00:00,Norway,en,"On the marking of 31 years since it was founded, #Hamas militants rallied today in #Gaza. The two “martyrs” banner on the truck are of Salah Barghouti (recent killer of 3 day old baby) and Ashraf Na'alowa (recent killer of 26 cuffed woman and 35 year old man). https://t.co/JhC17uvP65"
2021-08-29 15:09:28+00:00,United States,en,It has been widely rumored in the Muslim world that ISIS is an American creation. #Afghanistan #ISIS #Taliban #Muslim #MiddleEast #Kabul https://t.co/oyAtHG3Bxw
2021-09-05 10:46:35+00:00,Spain,en,10 #police officers killed in #Islamic State attack in northern Iraq &amp; militants... https://t.co/hgyeHn4U2k
2020-02-29 22:30:28+00:00,United Kingdom,en,@rsrobin1 I bet @ImranKhanPTI won’t even bother to pay any attention whatsoever to the screams of his own people who r asking him to STOP terrorism...but he is obsessed with India &amp; more concerned about how Indian Muslims ‘may’ become radicalised..#Hy
2016-04-29 18:39:20+00:00,Ireland,en,Just spotted a double rainbow! #SubhanAllah https://t.co/adAd43yCLa
2021-10-08 09:01:27+00:00,United Kingdom,en,"Al-Mizan #Bedford #Islamic Saturday School resume face-to-face classes from:

🗓 Sat 9 Oct 2021
🕚 11:00am - 2:00pm
🏢 University of Bedfordshire, Polhill Avenue, Bedford MK41 9EA

👨‍👩‍👧‍👦 Register your child/children (ages 6-17) with the following steps: ⬇️

#IslamicSchool

[1/2]"
2018-11-19 14:06:29+00:00,Ukraine,en,"Far-right radicals attack #transgender rights protesters, injuring three https://t.co/yaPuRXgxK5"
2021-11-18 23:43:57+00:00,United Kingdom,en,I went for my flu vaccination today at Glasgow City centre mosque 🕌.. Queued for ages even tho ‘ had an appointment’ disgrace 😞. I was asked “ Are you white Scottish or white British “? By the person vaccinating me ? @NicolaSturgeon @GlasgowCC @JuliaHB1
2018-09-28 11:34:05+00:00,United Kingdom,en,"A NEW PERSPECTIVE ON #DAWAH

That's what this group of imams and leaders from Austria, France, Netherlands, Iceland, Italy, Spain and Sweden, came to learn from iERA.

A way of conveying… https://t.co/cjk4usSC84"
2016-12-12 21:43:56+00:00,Tunisia,en,"Celebrating #MawlidAlNabi, the birth anniversary of our beloved #ProphetMuhammad pbuh, the 1 whose peaceful image is always being tarnished."
2017-10-19 17:52:19+00:00,France,en,".@KhaledAbuToameh virtually every day is their day of rage, so no difference there ! #Arabs #Palestine #Balfour https://t.co/Um7Iwp3ssx"
2018-12-22 00:26:05+00:00,United Kingdom,en,6 years and I’ve finally finished up in London. Starting fresh in a more senior role in Leeds from January. Looking forward to the next stage of my career. #Alhamdulillah #2019
2018-05-25 18:23:58+00:00,United Kingdom,en,@GerardBattenMEP @Laing1974 One that panders to sex predator third world Muslim radicals
2021-11-29 23:44:57+00:00,United Kingdom,en,@RyanPri05319179 @nikralzahs @premierleague Salah gets more opportunities but doesn’t convert the number of chances to goals ratio! Look it up 👍
2018-12-16 19:11:58+00:00,Norway,en,"Yahya Ayyash. AKA ‘The Engineer’. Chief Bomb Officer (CBO?) of #Hamas in the West Bank in 90’s. Built and put together numerous explosive devices used by suicide bombers in Israeli cities. Directly responsible for the deaths of over 100 innocent civilians, men women and children. https://t.co/anTQSWzC3B"
2018-12-11 09:48:50+00:00,United Kingdom,en,"SubhanAllah, powerful reminder... https://t.co/yv6TSeK39D"
2021-08-31 10:58:36+00:00,United Kingdom,en,@RedWaveSurfing @craig_ericson @SaviorSinner @realDailyWire persecutions commited by christians in the balkans and ex yugoslavia? That was not that long ago.don't have to go far back. Killing another human because of a immaginary friend is fucked up... M
2021-07-21 21:12:41+00:00,United Kingdom,en,"@farahvisualarts is co curating an exhibition called ""Watan"" at Cafe Palestina.

#artshowcase #artshow #exhibition #palestine #charityartshow #homeland #farahvisualarts #gaza #westbank @ Cafe Palestina https://t.co/zR7JReRR5w"
2020-02-29 23:21:58+00:00,United Kingdom,en,"I've just heard @Edwina_Currie call @patel4witham a ""Muslim"" live on @bbc5live. As was pointed out to her, she isn't. Muslim, Sikh, Hindu, it's probably all the same to her. Why does the BBC indulge this ignorant self-serving has-been every Ssturday night?"
2018-08-14 09:09:27+00:00,United Kingdom,en,"No! I wasn't talking about her #niqab or #hijab, and she wasn't talking about my slightly hanging out dog #collar. We were simply talking about our love for pets, and then a little exchange about our faith, our love for humanity and our hope for a better world. https://t.co/dHW5BFBukq"
2021-10-18 07:41:38+00:00,United Kingdom,en,"Ex @dundeeunitedfc legends tearing it up in the MLS.
@RyanGauld #JohnnyRussell #Arabs 🧡🖤 https://t.co/TUAHQSfK2L"
2021-11-26 12:20:01+00:00,United Kingdom,en,Ahh... Regents park mosque (London) for Friday prayers. Ain't been here in a while 😌 https://t.co/YsHWICeYkF
2016-09-04 23:10:57+00:00,Greece,en,"Forcing #refugeesGr 2 live in dry fields in midsummer, w snakes, scorpions=ENDANGERMENT
#CloseTheCamps @tsipras_eu https://t.co/OJq7rbvtVJ"
2020-02-29 23:00:38+00:00,United Kingdom,en,@ian_q_blank @AngelaRayner Interesting. I googled but couldn't find any reference to Patel's religion. But Hinduism would go a long way towards explaining her lack of empathy for Muslims and her far right attitude to class?
2020-02-29 17:05:50+00:00,United Kingdom,en,@DVATW Thire police should use the gun instead. This is another nations pandering snowflake approach with thire own citizens suffering rape violence from mostly Muslim men I suspect amongst other nationalities. Europes leader must be the softest leader ever with no direction in policy
2018-12-08 07:30:04+00:00,United Kingdom,en,"Vitamin A is an antioxidant that attacks free radicals and thereby prevents signs of aging like pigmentation, wrinkles and uneven skin tone. Carrots 🥕 have beta-carotene that is a skin… https://t.co/MuySc7cbM9"
2018-12-31 19:37:17+00:00,Ireland,en,"I have a friend in Ireland who escaped a forced marriage in a muslim majority country. I am so, so sick of cultures that treat women like cattle to be traded. Women are autonomous human beings and I can’t believe that STILL needs to be said on the eve of 2019. https://t.co/FEz5Y2nxFM"
2021-08-30 21:31:16+00:00,United Kingdom,en,@JamesHesp @ejones962 They'are fleecing us for petrol Diesel and we are taking there poor and persecuted fellow Muslims
2021-04-09 15:43:28+00:00,United Kingdom,en,"Do you know what the most beautiful conversation in #human #history was? It was between the #ProphetMuhammad (pbuh) and Abu Bakr the Truthful (pboh). 

Find out more: https://t.co/s41YfBXZPF

#TablighAshra2021
#TrueIslam https://t.co/qxRRCobicU"
2020-03-28 17:02:33+00:00,United Kingdom,en,"• Does the one who dies of a Plague need Ghusul?
• Ustadh Abu Suhaib al-Bassam. 
• https://t.co/72uI0uKE4S

#StayAtHomeAndStaySafe #coronalockdownuk #COVID19 #Covid_19 #Grave #Muslim #Sunnah #sunni #Makkah #MuslimTwitter #Muslim #IsolationLife #COVIDIDIOTS #COVID2019 #uk #US"
2018-11-18 12:30:38+00:00,Ukraine,en,Criminal and hateful actions by far-right radicals deserve an effective and dissuasive policing response. @NPU_GOV_UA have shown they can do it at past LGBT events; they need to reassert commitment to media protection and human rights for all. https://t.co/6b4ATaW4zG
2018-12-30 12:52:50+00:00,United Kingdom,en,May Allah Grant him Janaah Ameen! Our #Condolences with you @rashidkhan_19 &amp; his family! https://t.co/buytqbPYRN
2021-08-15 13:52:53+00:00,United Kingdom,en,"Today is India's 75th Independence Day. 
Millions of #Sikhs, #Hindu and #Muslim #refugees trekked the newly drawn borders.
In #Punjab, the borders divided the Sikh regions in halves. leading to mass bloodshed. 
Up to 1M people on both sides of the new borders died in the violence https://t.co/oLsj8xW1hx"
2020-07-12 20:26:10+00:00,Morocco,en,#ERROR!
2021-11-28 18:13:10+00:00,The Netherlands,en,"So could you extract from the Great Quran what proofs that virus corona was sent by Allah to verify your fatwa
*
#Torment_Planet_Has_Neared"
2020-02-12 21:28:37+00:00,United Kingdom,en,"THE GREAT AWAKENING 

THIS REPRESENTS A CLEAR AND PRESENT DANGER TO THE CONSTITUTIONAL REPUBLIC OF THE UNITED STATES OF AMERICA.
Q

https://t.co/auQVpY149O 

#Qanon #WeAreTheNewsNow #FactsMatter #WWG1WGA #WakeUpAmerica #UnitedNotDivided #SaveAmerica #GreatAwakening"
2020-12-26 15:05:56+00:00,United Kingdom,en,"I feel like as Muslims, we are in no position to judge. If a non Muslim can eat with Muslims during Eid then why can’t a Muslim eat with non Muslims for xmas? (as long as the food is halal). 

Thank you for reading my Tia Talk.
#MuslimTwitter #BoxingDay"
2021-08-31 08:26:01+00:00,United Kingdom,en,Muslim teacher faces jail for running illegal Islamic private school https://t.co/6VzIB2RknD
2018-10-19 06:17:40+00:00,Greece,en,"Before we go home 🏡
.
.
.
.
#santorini #instablooms #view #instabest #hijabers #instaphoto #greece #instadaily #fit #instakicks #me #instaaddict #hijab #instamood #autumn #instatravel… https://t.co/340XaJsnNp"
2021-08-31 12:38:22+00:00,United Kingdom,en,@BoardofDeputies well and truly running the party now while Muslims are pushed to one side. https://t.co/1loKx6ckLW
2018-12-23 16:24:26+00:00,Germany,de,"Ohne den deutschen Orient, wäre Köln nicht eine so interessante Stadt! 💚
#Islamophobia
#Buntland
#ichduwirnrw 
#etküttwieetkütt"
2021-10-16 15:16:05+00:00,United States,en,"No wonder so many idiots trekked to ""mecca"" Into the Wild. SOMEONE WAS TEACHING IT?? 

Im glad that stupid bus is no longer out Stampede. Hopefully fewer will attempt and need rescue now. https://t.co/2bJ8rhoPHZ"
2019-09-07 07:15:25+00:00,United Kingdom,en,"Nothing just woke up in the morning heading to work.

Come back home see the #family #happy 

#jobdone #Alhamdulillahforeverything"
2021-11-21 15:05:36+00:00,Greece,en,"“A champ must have the will and the skill; but the will has to be stronger than the skill”- Muhammad Ali.
@MuscularDevelop https://t.co/XkivKVIZWY"
2021-11-09 13:52:43+00:00,United Kingdom,en,Great to see the #Islamophobia exhibition by @mendcommunity during Islamophobia Awareness Month @TrentUni #IAM2021 https://t.co/fepzYHpD3A
2020-02-29 17:54:51+00:00,Greece,en,"#Erdogan has actually declared #war against #Greece. Turks and other #islamists posing as #migrants are attacking our borders. Turkish army may soon follow. Muslim #IllegalAliens already in Greece are Erdogan's fifth column. This is an invasion of Greece, an invasion of #Europe. https://t.co/aL2kRLed4R"
2018-12-21 13:44:00+00:00,United Kingdom,en,"@RmSalih Shocking that opposition Labour front brench is empty, Lab giving media lip service to #islamophobia?"
2019-07-07 04:27:56+00:00,Germany,en,"See you in 🇨🇿 buddy ❤️
.
#bismillah
#czechgp
#idemitsuhondateamasia 
#astrahondaracingteam
#kythelmet #kushitani #alpinestars
#dimgas20 #cannondaleid #oakleyid #febs78abirawa #irengdopdesign… https://t.co/qeLj6zjmhD"
